,OBJECTID_x,TRACT,TRACTCE10,GEOID10,NAME10,NAMELSAD10_x,ACRES_TOTAL,WATER,SHAPE_Length,SHAPE_Area,OBJECTID_y,NAMELSAD10_y,ACRES_LAND,ACRES_WATER,TOTAL_POPULATION,MEDIAN_AGE,NOT_HISPANIC_LATINO_WHITE_ONE,PCT_NOTHISP_WHITE_ONE,NOTHISPLATINO_BLKAFRCNAMER_ONE,PCT_NOTHISP_BLACK_ONE,NOTHISPLATINO_AMINDALSKNTV_ONE,PCT_NOTHISP_AMIAK_ONE,NOTHISPLATINO_ASIAN_ONE,PCT_NOTHISP_ASIAN_ONE,NOTHISPLATINO_NHAWAIIOTHPI_ONE,PCT_NOTHISP_PI_ONE,NOTHISPLATINO_SOME_OTHER_ONE,PCT_NOTHISP_OTHER_ONE,NOTHISPLATINO_TWO_OR_MORE_RACE,PCT_NOTHISP_TWO_ONE,HISPANIC_OR_LATINO_OF_ANY_RACE,PCT_HISP_ANY_RACE,POPULATION_IN_HOUSEHOLDS,PCT_POP_IN_HH,POPULATION_IN_GQ,PCT_POP_IN_GQ,HOUSEHOLDS,FAMILY_HOUSEHOLDS,PCT_FAM_HH,NONFAMILY_HOUSEHOLDS,PCT_NON_FAM_HH,AVERAGE_HOUSEHOLD_SIZE,TOTAL_HOUSING_UNITS,OCCUPIED_HOUSING_UNITS,PCT_OCC_HU,VACANT_HOUSING_UNITS,PCT_VACANT_HU,OWNER_OCCUPIED_HOUSING_UNITS,PCT_OWN_OCC_HU,RENTER_OCCUPIED_HOUSING_UNITS,PCT_RENT_OCC_HU,HIGH_SCHOOL_GRADUATE,BACHELOR_DEGREE,PCNT_HIGHSCHOOL_GRAD_OR_HIGHER,PCT_BACHELOR_DEGREE_OR_HIGHER,POPULATION_5_YEARS_AND_OVER,SPEAK_ENGLISH_LESSTHANVERYWELL,PCT_SP_ENG_LESS_THAN_VERYWELL,MEDIAN_HH_INC_PAST_12MO_DOLLAR,PCT_POPULATION_UNDER_POVERTY,PCT_ALL_FAMILY_UNDER_POVERTY,POP_POVERTY_STATUS_DETERMINED,POP_200_PCT_BELOW_POVERTY,PCT_POP_200_PCT_BELOW_POVERTY,PERSON_OF_COLOR,POPULATION_UNDER_18,SPEAK_LANGUAGE_OTHTHAN_ENGLISH,PCT_SPEAK_OTH_THAN_ENGLISH,PCT_POP_UNDER_18,PCT_PERSON_OF_COLOR,HU_VALUE_LESS_THAN_50_000,HU_VALUE_50_000_TO_99_999,HU_VALUE_100_000_TO_149_999,HU_VALUE_150_000_TO_199_999,HU_VALUE_200_000_TO_299_999,HU_VALUE_300_000_TO_499_999,HU_VALUE_500_000_TO_999_999,HU_VALUE_1_000_000_OR_MORE,HU_VALUE_MEDIAN_DOLLARS,WITH_MORTGAGE_SMOCAPI_COMPUTED,WITH_MORTGAGE_SMOCAPI_LESS_20,WITHMORTGAGESMOCAPI_20_TO_24_9,WITHMORTGAGESMOCAPI_25_TO_29_9,WITHMORTGAGESMOCAPI_30_TO_34_9,WITHMORTGAGESMOCAPI_35_OR_MORE,WITHMORTGAGESMOCAPINOTCOMPUTED,MEDIAN_GROSS_RENT,RENT_GRAPI_COMPUTED,GRAPI_LESS_THAN_15_0,GRAPI_15_0_TO_19_9,GRAPI_20_0_TO_24_9,GRAPI_25_0_TO_29_9,GRAPI_30_0_TO_34_9,GRAPI_35_0_OR_MORE,GRAPI_NOT_COMPUTED,CIVILIAN_LABOR_FORCE,CIVILIAN_LABOR_FORCE_EMPLOYED,CIVILIAN_LABOR_FORCE_UNEMPLOYD,NOT_IN_LABOR_FORCE,HH_INCOME_LESS_THAN_10_000,HH_INCOME_10_000_TO_14_999,HH_INCOME_15_000_TO_24_999,HH_INCOME_25_000_TO_34_999,HH_INCOME_35_000_TO_49_999,HH_INCOME_50_000_TO_74_999,HH_INCOME_75_000_TO_99_999,HH_INCOME_100_000_TO_149_999,HH_INCOME_150_000_TO_199_999,HH_INCOME_200_000_OR_MORE,PERCENT_UNEMPLOYED,POP_DENSITY_ACRE,HU_DENSITY_ACRE,HH_DENSITY_ACRE,SHAPEAREA,SHAPELEN,PERCENT_GRAPI_35_OR_MORE,PERC_SMOCAPI_W_MORT_35_OR_MORE,income_quintile
84,128,5302,5302,53033005302,53.02,Census Tract 53.02,577.31791617,0,33889.3109946826,25147968.428519,94,Census Tract 53.02,580.6358219,184.16838178,4717,19.5,2099,44.5,92,2.0,16,0.3,1667,35.3,27,0.6,0,0.0,445,9.4,371,7.9,137,2.9,4580,97.1,127,4,3.1,123,96.9,1.08,137,127,92.7,10,7.3,0,0.0,127,100.0,16,70,80.9,47.0,4717,307,6.5,10521,57.7,0.0,137,102,74.5,2618,67,1743,37.0,1.4,55.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1158.0,114,0,5,5,0,11,93,13,1369,1035,334,3348,61,17,9,24,5,11,0,0,0,0,24.4,8.12,0.24,0.22,0,0,81.6,0.0,bottom
85,129,11700,11700,53033011700,117.0,Census Tract 117,864.5608412999999,0,29886.462955465497,37660270.247210294,224,Census Tract 117,866.36791699,0.0,5679,39.9,656,11.6,1467,25.8,27,0.5,2164,38.1,225,4.0,0,0.0,612,10.8,528,9.3,5609,98.8,70,1.2,1746,1291,73.9,455,26.1,3.21,1866,1746,93.6,120,6.4,1317,75.4,429,24.6,819,721,78.0,28.2,5420,1486,27.4,79211,12.6,10.4,5679,1773,31.2,5023,1197,2865,52.9,21.1,88.4,0,0,13,38,435,743,78,10,338600.0,930,280,174,113,53,310,0,1164.0,401,41,7,89,40,122,102,28,2968,2746,222,1671,62,122,69,173,167,244,294,337,218,60,7.5,6.55,2.15,2.02,0,0,25.4,33.3,middle
86,130,11800,11800,53033011800,118.0,Census Tract 118,573.96397953,0,26212.429071965296,25001870.948247697,225,Census Tract 118,574.70957584,560.7330132000001,8415,35.2,1685,20.0,2536,30.1,33,0.4,2046,24.3,0,0.0,0,0.0,868,10.3,1247,14.8,8327,99.0,88,1.0,2861,1976,69.1,885,30.9,2.91,3205,2861,89.3,344,10.7,1423,49.7,1438,50.3,1175,992,78.4,27.6,7736,2298,29.7,49264,26.6,23.4,8415,4213,50.1,6730,1921,3654,47.2,22.8,80.0,33,34,15,167,239,629,242,64,354100.0,1039,387,136,88,149,279,17,1059.0,1371,73,146,172,141,57,782,67,4323,3874,449,2274,437,98,233,392,292,425,331,457,114,82,10.4,14.64,5.58,4.98,0,0,57.0,26.9,bottom
87,131,26400,26400,53033026400,264.0,Census Tract 264,15.90625081,0,5973.484372667121,692876.285179732,222,Census Tract 264,1179.20171167,0.0,6174,31.7,2316,37.5,712,11.5,43,0.7,724,11.7,193,3.1,0,0.0,468,7.6,1718,27.8,6155,99.7,19,0.3,2397,1506,62.8,891,37.2,2.57,2513,2397,95.4,116,4.6,1050,43.8,1347,56.2,1292,476,81.6,20.7,5440,937,17.2,50773,10.4,10.9,6158,2606,42.3,3858,1668,2058,37.8,27.0,62.5,13,29,64,208,430,277,29,0,238100.0,811,256,126,31,59,339,0,1124.0,1327,138,56,157,127,131,718,20,3330,3202,128,1231,83,150,308,326,295,509,287,317,96,26,3.8,5.24,2.13,2.03,0,0,54.1,41.8,bottom
88,132,26500,26500,53033026500,265.0,Census Tract 265,100.50193079,0,11040.2901657048,4377864.10538389,223,Census Tract 265,492.67535449,0.40154624,4236,34.1,1268,29.9,769,18.2,8,0.2,828,19.5,110,2.6,0,0.0,473,11.2,780,18.4,4236,100.0,0,0.0,1521,1029,67.7,492,32.3,2.79,1612,1521,94.4,91,5.6,496,32.6,1025,67.4,833,260,73.4,12.5,3896,1037,26.6,32106,32.6,31.3,4173,2334,55.9,2968,1139,1841,47.3,26.9,70.1,25,0,12,88,154,179,31,7,286500.0,343,79,85,73,30,76,19,633.0,1017,114,109,117,236,118,323,8,2007,1823,184,1203,170,239,170,190,235,323,33,131,17,13,9.2,8.6,3.27,3.09,0,0,31.8,22.2,bottom
89,133,11002,11002,53033011002,110.02,Census Tract 110.02,414.16755798,0,22942.9362430166,18041138.8254765,230,Census Tract 110.02,414.16921465,0.0,4957,34.6,385,7.8,1737,35.0,104,2.1,2537,51.2,37,0.7,0,0.0,69,1.4,88,1.8,4957,100.0,0,0.0,1349,995,73.8,354,26.2,3.67,1367,1349,98.7,18,1.3,760,56.3,589,43.7,838,402,63.1,16.2,4639,1872,40.4,51031,35.7,27.7,4957,2821,56.9,4572,1543,2951,63.6,31.1,92.2,14,0,14,20,178,430,94,10,353500.0,424,63,74,62,45,180,0,1170.0,567,49,54,30,14,62,358,22,2372,2230,142,1218,95,102,184,89,181,212,167,184,74,61,6.0,11.97,3.3,3.26,0,0,63.1,42.5,bottom
90,134,11001,11001,53033011001,110.01,Census Tract 110.01,264.58812219,0,16587.989208922,11525458.602636,231,Census Tract 110.01,264.58918055,0.0,4697,39.2,666,14.2,1606,34.2,9,0.2,1950,41.5,22,0.5,14,0.3,92,2.0,338,7.2,4534,96.5,163,3.5,1666,985,59.1,681,40.9,2.72,1749,1666,95.3,83,4.7,576,34.6,1090,65.4,638,521,66.4,23.5,4375,1473,33.7,24725,44.3,38.2,4697,2941,62.6,4031,1235,2900,66.3,26.3,85.8,0,0,0,30,185,310,51,0,341000.0,395,141,43,46,53,112,0,802.0,974,129,46,22,80,100,597,116,1726,1567,159,1862,329,219,296,171,97,168,98,139,73,76,9.2,17.75,6.61,6.3,0,0,61.3,28.4,bottom
91,135,11102,11102,53033011102,111.02,Census Tract 111.02,320.70770103,0,20411.1689646969,13970027.4567972,232,Census Tract 111.02,321.37460438,0.0,4480,36.7,1891,42.2,473,10.6,0,0.0,1071,23.9,0,0.0,15,0.3,317,7.1,713,15.9,4318,96.4,162,3.6,1486,1071,72.1,415,27.9,2.91,1699,1486,87.5,213,12.5,802,54.0,684,46.0,483,766,84.2,42.7,4307,806,18.7,73214,17.1,14.8,4328,1388,32.1,2589,951,1818,42.2,21.2,57.8,28,0,0,10,16,326,296,126,524800.0,586,260,88,52,37,149,12,1125.0,684,58,44,110,165,39,268,0,2576,2468,108,1065,118,36,56,120,141,282,219,205,152,157,4.2,13.94,5.29,4.62,0,0,39.2,25.4,fourth
92,136,11101,11101,53033011101,111.01,Census Tract 111.01,284.25593024,0,15560.3341363146,12382188.3212453,233,Census Tract 111.01,284.25706727,0.0,5450,36.4,1091,20.0,1329,24.4,17,0.3,2275,41.7,49,0.9,0,0.0,392,7.2,297,5.4,5433,99.7,17,0.3,1875,1169,62.3,706,37.7,2.9,1956,1875,95.9,81,4.1,957,51.0,918,49.0,1020,670,77.6,27.3,5160,1561,30.3,52311,14.9,8.5,5419,2056,37.9,4359,1006,2541,49.2,18.5,80.0,30,0,0,36,217,605,69,0,349900.0,744,165,84,40,106,349,0,1195.0,864,46,89,126,70,104,429,54,2999,2660,339,1665,127,107,117,149,346,433,276,157,110,53,11.3,19.17,6.88,6.6,0,0,49.7,46.9,bottom
93,137,10200,10200,53033010200,102.0,Census Tract 102,688.64247666,0,34014.9634474595,29997266.283117797,110,Census Tract 102,688.31783566,345.7456483,4570,42.6,2864,62.7,506,11.1,5,0.1,833,18.2,0,0.0,19,0.4,193,4.2,150,3.3,4546,99.5,24,0.5,1954,1121,57.4,833,42.6,2.33,2090,1954,93.5,136,6.5,1494,76.5,460,23.5,295,1292,94.4,67.2,4263,323,7.6,99483,3.7,1.0,4548,578,12.7,1706,915,874,20.5,20.0,37.3,8,1,0,5,112,577,716,75,520700.0,1052,414,169,161,74,234,0,1650.0,435,60,59,61,115,40,100,25,2816,2702,114,930,51,29,74,115,161,308,245,431,243,297,4.0,6.64,3.04,2.84,0,0,23.0,22.2,second
94,138,10300,10300,53033010300,103.0,Census Tract 103,410.24494011,0,19550.420604124298,17870269.591271803,111,Census Tract 103,410.2465811,0.0,7084,37.3,2780,39.2,2110,29.8,32,0.5,1423,20.1,0,0.0,0,0.0,409,5.8,330,4.7,6936,97.9,148,2.1,2793,1363,48.8,1430,51.2,2.48,2922,2793,95.6,129,4.4,1289,46.2,1504,53.8,1261,1326,90.0,39.1,6445,1109,17.2,60444,24.4,20.6,6989,2747,39.3,4304,1575,2248,34.9,22.2,60.8,0,0,0,59,241,682,292,15,389900.0,1067,351,143,175,84,314,0,1235.0,1359,103,259,249,181,77,490,145,4037,3616,421,1550,470,41,118,289,160,579,319,527,113,177,10.4,17.27,7.12,6.81,0,0,36.1,29.4,fourth
95,139,10401,10401,53033010401,104.01,Census Tract 104.01,399.52657384,0,17272.8099728438,17403377.5564738,108,Census Tract 104.01,399.52817195,0.0,4303,43.4,801,18.6,715,16.6,0,0.0,2353,54.7,0,0.0,0,0.0,137,3.2,297,6.9,4225,98.2,78,1.8,1493,1094,73.3,399,26.7,2.83,1540,1493,96.9,47,3.1,1106,74.1,387,25.9,729,720,78.1,33.0,4049,1594,39.4,58342,17.9,13.3,4280,1764,41.2,3502,692,2353,58.1,16.1,81.4,54,0,0,0,193,585,256,18,373900.0,687,195,106,42,96,248,13,1403.0,294,23,8,32,52,54,125,93,2456,2157,299,1250,70,49,138,178,144,315,154,207,132,106,12.2,10.77,3.85,3.74,0,0,42.5,36.1,fourth
96,140,10402,10402,53033010402,104.02,Census Tract 104.02,444.50588817,0,20320.486200799398,19362676.4887992,112,Census Tract 104.02,444.50766619999996,0.0,4938,38.0,1264,25.6,365,7.4,0,0.0,2468,50.0,0,0.0,8,0.2,325,6.6,508,10.3,4902,99.3,36,0.7,1730,1255,72.5,475,27.5,2.83,1804,1730,95.9,74,4.1,1231,71.2,499,28.8,638,939,80.7,34.6,4718,1613,34.2,75972,11.3,8.1,4921,1074,21.8,3674,850,2442,51.8,17.2,74.4,48,0,0,11,212,681,243,36,367900.0,774,276,98,94,39,267,0,1379.0,410,58,70,38,0,10,234,89,3061,2864,197,1092,76,64,57,214,194,253,300,339,114,119,6.4,11.11,4.06,3.89,0,0,57.1,34.5,middle
97,141,9300,9300,53033009300,93.0,Census Tract 93,2341.80655738,0,53536.2778314404,102009093.639495,113,Census Tract 93,2341.81594881,177.91192063,2665,40.1,1339,50.2,323,12.1,33,1.2,513,19.2,0,0.0,10,0.4,277,10.4,170,6.4,2155,80.9,510,19.1,1141,447,39.2,694,60.8,1.89,1212,1141,94.1,71,5.9,580,50.8,561,49.2,271,573,90.8,45.6,2619,325,12.4,74696,17.7,3.1,2554,686,26.9,1326,225,620,23.7,8.4,49.8,17,0,0,16,114,207,214,12,448800.0,426,193,30,62,45,96,5,1445.0,528,97,95,81,67,58,130,33,1731,1657,74,608,49,12,21,116,162,215,100,182,118,166,4.3,1.14,0.52,0.49,0,0,24.6,22.5,fourth
98,142,10001,10001,53033010001,100.01,Census Tract 100.01,571.8336739,0,25228.68070737,24909074.835017603,115,Census Tract 100.01,556.92092755,14.91503369,4276,36.3,1486,34.8,1233,28.8,24,0.6,1167,27.3,0,0.0,0,0.0,134,3.1,232,5.4,4196,98.1,80,1.9,1539,979,63.6,560,36.4,2.73,1705,1539,90.3,166,9.7,809,52.6,730,47.4,246,791,80.6,45.5,4061,912,22.5,67292,13.5,8.2,4207,1515,36.0,2790,934,1827,45.0,21.8,65.2,0,10,9,9,115,408,258,0,425600.0,598,295,91,50,66,96,0,968.0,714,102,68,44,215,90,195,16,2443,2177,266,1023,143,45,132,102,188,217,198,260,151,103,10.9,7.68,3.06,2.76,0,0,27.3,16.1,fourth
99,143,10100,10100,53033010100,101.0,Census Tract 101,616.50903838,0,26431.9276059889,26855133.7118933,116,Census Tract 101,616.41142535,379.28847404,8025,41.0,2957,36.8,2392,29.8,36,0.4,1572,19.6,88,1.1,0,0.0,377,4.7,603,7.5,7866,98.0,159,2.0,3105,1686,54.3,1419,45.7,2.53,3235,3105,96.0,130,4.0,1740,56.0,1365,44.0,908,1661,88.6,49.9,7477,883,11.8,64161,18.7,11.7,7862,2613,33.2,5068,1523,1984,26.5,19.0,63.2,0,0,0,48,153,725,667,147,486000.0,1348,560,218,221,74,275,0,996.0,1317,83,28,99,113,187,807,48,4566,4243,323,2062,206,188,293,325,298,343,281,403,281,487,7.1,13.02,5.25,5.04,0,0,61.3,20.4,fourth
100,144,9500,9500,53033009500,95.0,Census Tract 95,629.16234408,0,30363.888467265402,27406311.7079922,118,Census Tract 95,629.04596178,718.87798598,6614,43.6,4202,63.5,1165,17.6,12,0.2,604,9.1,0,0.0,57,0.9,329,5.0,245,3.7,6582,99.5,32,0.5,2708,1493,55.1,1215,44.9,2.43,2797,2708,96.8,89,3.2,1943,71.8,765,28.2,500,1415,92.8,61.4,6285,314,5.0,100714,10.9,6.7,6554,1638,25.0,2412,1371,1067,17.0,20.7,36.5,57,0,0,15,100,442,875,454,695600.0,1547,669,217,175,42,444,0,928.0,702,85,103,41,125,71,277,63,3971,3869,102,1356,270,0,193,169,224,360,134,447,326,585,2.6,10.51,4.45,4.3,0,0,39.5,28.7,second
101,145,10002,10002,53033010002,100.02,Census Tract 100.02,234.31099080000004,0,14049.2910188845,10206586.759262899,119,Census Tract 100.02,234.31192805,0.0,4817,35.3,1876,38.9,261,5.4,0,0.0,1398,29.0,14,0.3,86,1.8,261,5.4,921,19.1,4794,99.5,23,0.5,1859,1096,59.0,763,41.0,2.58,1965,1859,94.6,106,5.4,895,48.1,964,51.9,567,1021,83.3,44.7,4537,1167,25.7,70048,7.5,3.5,4800,1418,29.5,2941,905,1836,40.5,18.8,61.1,19,0,8,8,79,477,304,0,431000.0,571,189,143,81,51,107,0,1237.0,858,84,145,62,137,152,278,106,3024,2913,111,986,27,69,92,186,291,360,289,282,176,87,3.7,20.56,8.39,7.93,0,0,32.4,18.7,fourth
102,146,9400,9400,53033009400,94.0,Census Tract 94,425.76556057,0,19268.3852562003,18546347.8185206,121,Census Tract 94,425.76726364,0.0,6754,36.3,1957,29.0,589,8.7,112,1.7,2088,30.9,15,0.2,0,0.0,586,8.7,1407,20.8,6642,98.3,112,1.7,2696,1544,57.3,1152,42.7,2.46,2932,2696,92.0,236,8.0,1060,39.3,1636,60.7,780,1610,79.1,41.4,6393,1961,30.7,65633,20.0,20.9,6671,2320,34.8,4797,1117,3101,48.5,16.5,71.0,0,0,0,42,159,433,401,25,446900.0,758,218,189,51,55,245,0,969.0,1545,175,239,162,235,162,572,91,4143,3881,262,1610,372,247,124,143,242,579,255,358,218,158,6.3,15.86,6.89,6.33,0,0,37.0,32.3,fourth
103,147,8900,8900,53033008900,89.0,Census Tract 89,314.30114156,0,19330.3976072001,13690957.7263136,122,Census Tract 89,314.62111524,0.0,5729,36.7,2845,49.7,1367,23.9,43,0.8,643,11.2,0,0.0,0,0.0,538,9.4,293,5.1,5567,97.2,162,2.8,2380,1211,50.9,1169,49.1,2.34,2483,2380,95.9,103,4.1,1098,46.1,1282,53.9,462,1432,92.1,58.8,5400,328,6.1,87250,12.7,8.9,5603,1661,29.6,2884,929,985,18.2,16.2,50.3,15,0,13,22,65,400,453,130,534400.0,860,453,94,27,108,178,0,1594.0,1249,157,313,248,116,90,325,33,3604,3514,90,1296,61,147,113,183,116,337,359,451,213,400,2.5,18.21,7.89,7.56,0,0,26.0,20.7,middle
104,148,9000,9000,53033009000,90.0,Census Tract 90,202.79941598,0,13601.1893800814,8833942.560158802,123,Census Tract 90,202.80022718,0.0,3675,37.9,1332,36.2,1017,27.7,41,1.1,886,24.1,11,0.3,0,0.0,246,6.7,142,3.9,3469,94.4,206,5.6,1833,661,36.1,1172,63.9,1.89,1943,1833,94.3,110,5.7,449,24.5,1384,75.5,535,803,86.2,46.6,3452,787,22.8,47428,19.3,7.1,3560,1267,35.6,2343,518,1224,35.5,14.1,63.8,0,0,0,44,88,197,120,0,364700.0,375,162,69,93,19,32,0,1138.0,1350,108,143,202,137,275,485,34,2173,2062,111,1013,277,107,234,177,153,202,151,266,192,74,5.1,18.12,9.58,9.04,0,0,35.9,8.5,bottom
105,149,9100,9100,53033009100,91.0,Census Tract 91,103.49174734,0,10577.243379097199,4508100.51432887,124,Census Tract 91,103.49216131,0.0,2420,45.1,508,21.0,234,9.7,54,2.2,1370,56.6,0,0.0,0,0.0,155,6.4,99,4.1,2395,99.0,25,1.0,1527,470,30.8,1057,69.2,1.57,1773,1527,86.1,246,13.9,94,6.2,1433,93.8,407,510,66.7,29.7,2378,1112,46.8,31250,18.4,6.8,2395,1219,50.9,1912,233,1477,62.1,9.6,79.0,0,0,0,18,49,27,0,0,275000.0,37,11,17,0,0,9,0,678.0,1372,183,142,167,251,198,431,61,1453,1325,128,778,234,109,239,257,281,146,36,127,44,54,8.8,23.38,17.13,14.75,0,0,31.4,24.3,bottom
106,153,12100,12100,53033012100,121.0,Census Tract 121,422.29411280000005,0,25850.3223607035,18395131.553386103,290,Census Tract 121,422.29581562,345.82496913,2663,48.3,2030,76.2,98,3.7,18,0.7,68,2.6,117,4.4,0,0.0,88,3.3,244,9.2,2645,99.3,18,0.7,1176,836,71.1,340,28.9,2.25,1275,1176,92.2,99,7.8,1046,88.9,130,11.1,210,847,98.8,58.5,2543,23,0.9,115000,1.3,0.0,2619,87,3.3,633,515,220,8.7,19.3,23.8,0,7,0,0,62,407,452,118,538700.0,734,387,102,28,51,166,0,1433.0,125,7,51,26,10,0,31,5,1547,1490,57,628,0,0,21,54,76,213,157,214,193,248,3.7,6.31,3.02,2.78,0,0,24.8,22.6,top
107,154,12000,12000,53033012000,120.0,Census Tract 120,357.68454201,0,17328.030080088898,15580738.6500388,294,Census Tract 120,357.68597275,0.0,3615,41.1,2807,77.6,260,7.2,99,2.7,72,2.0,23,0.6,0,0.0,155,4.3,199,5.5,3615,100.0,0,0.0,1526,937,61.4,589,38.6,2.37,1589,1526,96.0,63,4.0,1213,79.5,313,20.5,489,834,96.2,52.0,3348,33,1.0,100855,6.0,2.6,3615,374,10.3,808,772,210,6.3,21.4,22.4,17,0,47,21,175,595,349,9,412500.0,918,431,146,119,66,156,0,1628.0,306,80,46,73,34,21,52,7,2198,2153,45,722,57,9,80,36,149,229,190,373,245,158,2.0,10.11,4.44,4.27,0,0,17.0,17.0,second
108,155,11402,11402,53033011402,114.02,Census Tract 114.02,293.09567789,0,17329.7364208416,12767247.729039099,301,Census Tract 114.02,293.11024196,0.0,4371,37.7,1914,43.8,433,9.9,54,1.2,567,13.0,116,2.7,96,2.2,264,6.0,927,21.2,4371,100.0,0,0.0,1993,1030,51.7,963,48.3,2.19,2056,1993,96.9,63,3.1,907,45.5,1086,54.5,600,765,82.5,36.8,4066,867,21.3,50377,14.1,9.9,4371,1524,34.9,2457,877,1644,40.4,20.1,56.2,0,0,11,117,331,326,122,0,298300.0,717,162,180,89,62,224,0,1059.0,981,63,84,145,193,77,419,105,2632,2379,253,944,281,19,264,162,261,388,204,344,25,45,9.6,14.91,7.01,6.8,0,0,42.7,31.2,bottom
109,156,11600,11600,53033011600,116.0,Census Tract 116,769.56875538,0,31928.9021557164,33522414.9845606,289,Census Tract 116,769.57179939,239.99146419,6899,46.0,5937,86.1,34,0.5,118,1.7,191,2.8,0,0.0,0,0.0,298,4.3,321,4.7,6829,99.0,70,1.0,3079,1763,57.3,1316,42.7,2.22,3231,3079,95.3,152,4.7,2210,71.8,869,28.2,573,1973,98.0,62.8,6444,103,1.6,103835,7.0,4.7,6868,972,14.2,962,1287,496,7.7,18.7,13.9,18,0,0,24,43,508,1444,173,635000.0,1654,619,321,237,83,394,15,1407.0,803,45,163,109,101,82,303,66,4066,4012,54,1660,111,47,210,198,151,369,377,686,337,593,1.3,8.96,4.2,4.0,0,0,37.7,23.8,second
110,157,11300,11300,53033011300,113.0,Census Tract 113,790.59093958,0,26299.447960612597,34438141.3281342,227,Census Tract 113,780.24004171,10.43278919,7054,38.1,3216,45.6,381,5.4,26,0.4,1269,18.0,18,0.3,0,0.0,1233,17.5,911,12.9,7029,99.6,25,0.4,3012,1553,51.6,1459,48.4,2.33,3052,3012,98.7,40,1.3,1369,45.5,1643,54.5,818,1062,86.9,29.4,6660,1019,15.3,55000,7.5,6.6,7021,2240,31.9,3838,1555,1851,27.8,22.0,54.4,0,0,0,75,443,725,113,13,338200.0,1035,418,252,95,26,244,0,1117.0,1643,81,139,137,67,275,944,0,4018,3873,145,1607,82,209,331,336,355,569,412,373,195,150,3.6,9.04,3.91,3.86,0,0,57.5,23.6,bottom
111,158,11500,11500,53033011500,115.0,Census Tract 115,380.13436072,0,19887.308936324698,16558652.7528892,297,Census Tract 115,380.13588126,0.0,4421,39.0,3420,77.4,212,4.8,0,0.0,403,9.1,0,0.0,8,0.2,201,4.5,177,4.0,4421,100.0,0,0.0,1981,1163,58.7,818,41.3,2.23,2074,1981,95.5,93,4.5,1423,71.8,558,28.2,507,1234,96.4,53.7,4135,156,3.8,90701,6.1,3.9,4414,529,12.0,1001,787,447,10.8,17.8,22.6,35,0,0,20,195,846,309,18,410600.0,1115,449,229,180,49,208,0,1290.0,550,106,85,96,100,11,152,8,2976,2856,120,685,9,24,103,86,269,304,268,452,288,178,4.0,11.63,5.46,5.21,0,0,27.6,18.7,middle
112,159,11401,11401,53033011401,114.01,Census Tract 114.01,304.7141776,0,17478.0591080378,13273349.5763511,306,Census Tract 114.01,304.71539646,0.0,4253,34.8,1778,41.8,824,19.4,29,0.7,489,11.5,7,0.2,22,0.5,309,7.3,795,18.7,4253,100.0,0,0.0,1741,981,56.3,760,43.7,2.44,1948,1741,89.4,207,10.6,895,51.4,846,48.6,608,549,87.4,28.8,4154,593,14.3,62090,15.2,14.8,4253,1450,34.1,2475,821,1113,26.8,19.3,58.2,22,0,13,56,270,375,159,0,333400.0,661,163,49,93,103,253,34,1365.0,824,66,112,142,88,124,292,22,2568,2413,155,975,136,26,113,131,303,375,220,341,60,36,6.0,13.96,6.39,5.71,0,0,35.4,38.3,fourth
113,160,10800,10800,53033010800,108.0,Census Tract 108,1000.66749921,0,37967.9949837691,43589076.265393704,307,Census Tract 108,987.32241459,81.69822817,4970,37.8,2360,47.5,538,10.8,0,0.0,1144,23.0,109,2.2,0,0.0,333,6.7,486,9.8,4941,99.4,29,0.6,1861,1210,65.0,651,35.0,2.66,1882,1861,98.9,21,1.1,1298,69.7,563,30.3,573,1156,96.6,50.8,4617,279,6.0,85885,11.9,9.5,4885,1363,27.9,2610,1074,934,20.2,21.6,52.5,16,6,11,72,223,719,251,0,374000.0,1081,459,208,122,64,228,5,1487.0,545,24,11,76,102,93,239,18,2757,2560,197,1204,77,102,114,103,191,211,263,469,195,136,7.1,5.03,1.91,1.88,0,0,43.9,21.1,middle
114,161,10701,10701,53033010701,107.01,Census Tract 107.01,359.89033058,0,21916.754549041,15676822.799857,304,Census Tract 107.01,358.98637602,0.90539412,3736,33.5,1647,44.1,1181,31.6,0,0.0,407,10.9,127,3.4,0,0.0,122,3.3,252,6.7,3687,98.7,49,1.3,1478,821,55.5,657,44.5,2.49,1584,1478,93.3,106,6.7,633,42.8,845,57.2,364,593,90.1,38.8,3263,438,13.4,62826,23.9,20.1,3687,1543,41.8,2089,1017,1032,31.6,27.2,55.9,18,0,8,17,164,215,202,9,371600.0,587,165,103,91,90,138,0,1131.0,807,59,101,73,173,90,311,38,2141,1848,293,606,114,110,152,124,126,244,195,231,54,128,13.7,10.41,4.41,4.12,0,0,38.5,23.5,fourth
