,OBJECTID_x,TRACT,TRACTCE10,GEOID10,NAME10,NAMELSAD10_x,ACRES_TOTAL,WATER,SHAPE_Length,SHAPE_Area,OBJECTID_y,NAMELSAD10_y,ACRES_LAND,ACRES_WATER,TOTAL_POPULATION,MEDIAN_AGE,NOT_HISPANIC_LATINO_WHITE_ONE,PCT_NOTHISP_WHITE_ONE,NOTHISPLATINO_BLKAFRCNAMER_ONE,PCT_NOTHISP_BLACK_ONE,NOTHISPLATINO_AMINDALSKNTV_ONE,PCT_NOTHISP_AMIAK_ONE,NOTHISPLATINO_ASIAN_ONE,PCT_NOTHISP_ASIAN_ONE,NOTHISPLATINO_NHAWAIIOTHPI_ONE,PCT_NOTHISP_PI_ONE,NOTHISPLATINO_SOME_OTHER_ONE,PCT_NOTHISP_OTHER_ONE,NOTHISPLATINO_TWO_OR_MORE_RACE,PCT_NOTHISP_TWO_ONE,HISPANIC_OR_LATINO_OF_ANY_RACE,PCT_HISP_ANY_RACE,POPULATION_IN_HOUSEHOLDS,PCT_POP_IN_HH,POPULATION_IN_GQ,PCT_POP_IN_GQ,HOUSEHOLDS,FAMILY_HOUSEHOLDS,PCT_FAM_HH,NONFAMILY_HOUSEHOLDS,PCT_NON_FAM_HH,AVERAGE_HOUSEHOLD_SIZE,TOTAL_HOUSING_UNITS,OCCUPIED_HOUSING_UNITS,PCT_OCC_HU,VACANT_HOUSING_UNITS,PCT_VACANT_HU,OWNER_OCCUPIED_HOUSING_UNITS,PCT_OWN_OCC_HU,RENTER_OCCUPIED_HOUSING_UNITS,PCT_RENT_OCC_HU,HIGH_SCHOOL_GRADUATE,BACHELOR_DEGREE,PCNT_HIGHSCHOOL_GRAD_OR_HIGHER,PCT_BACHELOR_DEGREE_OR_HIGHER,POPULATION_5_YEARS_AND_OVER,SPEAK_ENGLISH_LESSTHANVERYWELL,PCT_SP_ENG_LESS_THAN_VERYWELL,MEDIAN_HH_INC_PAST_12MO_DOLLAR,PCT_POPULATION_UNDER_POVERTY,PCT_ALL_FAMILY_UNDER_POVERTY,POP_POVERTY_STATUS_DETERMINED,POP_200_PCT_BELOW_POVERTY,PCT_POP_200_PCT_BELOW_POVERTY,PERSON_OF_COLOR,POPULATION_UNDER_18,SPEAK_LANGUAGE_OTHTHAN_ENGLISH,PCT_SPEAK_OTH_THAN_ENGLISH,PCT_POP_UNDER_18,PCT_PERSON_OF_COLOR,HU_VALUE_LESS_THAN_50_000,HU_VALUE_50_000_TO_99_999,HU_VALUE_100_000_TO_149_999,HU_VALUE_150_000_TO_199_999,HU_VALUE_200_000_TO_299_999,HU_VALUE_300_000_TO_499_999,HU_VALUE_500_000_TO_999_999,HU_VALUE_1_000_000_OR_MORE,HU_VALUE_MEDIAN_DOLLARS,WITH_MORTGAGE_SMOCAPI_COMPUTED,WITH_MORTGAGE_SMOCAPI_LESS_20,WITHMORTGAGESMOCAPI_20_TO_24_9,WITHMORTGAGESMOCAPI_25_TO_29_9,WITHMORTGAGESMOCAPI_30_TO_34_9,WITHMORTGAGESMOCAPI_35_OR_MORE,WITHMORTGAGESMOCAPINOTCOMPUTED,MEDIAN_GROSS_RENT,RENT_GRAPI_COMPUTED,GRAPI_LESS_THAN_15_0,GRAPI_15_0_TO_19_9,GRAPI_20_0_TO_24_9,GRAPI_25_0_TO_29_9,GRAPI_30_0_TO_34_9,GRAPI_35_0_OR_MORE,GRAPI_NOT_COMPUTED,CIVILIAN_LABOR_FORCE,CIVILIAN_LABOR_FORCE_EMPLOYED,CIVILIAN_LABOR_FORCE_UNEMPLOYD,NOT_IN_LABOR_FORCE,HH_INCOME_LESS_THAN_10_000,HH_INCOME_10_000_TO_14_999,HH_INCOME_15_000_TO_24_999,HH_INCOME_25_000_TO_34_999,HH_INCOME_35_000_TO_49_999,HH_INCOME_50_000_TO_74_999,HH_INCOME_75_000_TO_99_999,HH_INCOME_100_000_TO_149_999,HH_INCOME_150_000_TO_199_999,HH_INCOME_200_000_OR_MORE,PERCENT_UNEMPLOYED,POP_DENSITY_ACRE,HU_DENSITY_ACRE,HH_DENSITY_ACRE,SHAPEAREA,SHAPELEN,PERCENT_GRAPI_35_OR_MORE,PERC_SMOCAPI_W_MORT_35_OR_MORE,income_quintile
52,94,4600,4600,53033004600,46.0,Census Tract 46,382.24270702,0,40944.7510816396,16650492.3176825,76,Census Tract 46,383.55991189,255.31693992,3674,37.0,3268,88.9,58,1.6,0,0.0,179,4.9,0,0.0,0,0.0,80,2.2,89,2.4,3674,100.0,0,0.0,1447,874,60.4,573,39.6,2.54,1516,1447,95.4,69,4.6,899,62.1,548,37.9,124,1175,97.5,75.3,3512,91,2.6,125547,5.2,1.8,3674,491,13.4,406,683,374,10.6,18.6,11.1,10,6,0,10,0,76,644,153,763900.0,707,354,96,53,66,138,0,1737.0,548,69,118,97,81,42,141,0,2379,2265,114,694,8,30,42,36,113,166,266,211,233,342,4.8,9.58,3.95,3.77,0,0,25.7,19.5,top
53,95,3600,3600,53033003600,36.0,Census Tract 36,295.63260503,0,17738.0446867492,12877756.2750105,81,Census Tract 36,295.63378756,0.0,6631,32.5,5025,75.8,92,1.4,0,0.0,952,14.4,0,0.0,14,0.2,282,4.3,266,4.0,6595,99.5,36,0.5,3542,1057,29.8,2485,70.2,1.86,3746,3542,94.6,204,5.4,1130,31.9,2412,68.1,218,2453,98.1,78.4,6455,194,3.0,69408,16.8,8.2,6582,1815,27.6,1606,824,1047,16.2,12.4,24.2,43,0,0,0,60,178,686,163,655700.0,810,268,119,154,49,220,0,1528.0,2125,215,302,215,326,186,881,287,4355,4235,120,1470,318,165,286,224,275,580,463,507,317,407,2.8,22.43,12.67,11.98,0,0,41.5,27.2,fourth
54,96,3900,3900,53033003900,39.0,Census Tract 39,240.61834206,0,13200.9092050906,10481334.980027499,104,Census Tract 39,240.61930453,0.0,3034,41.1,2336,77.0,22,0.7,35,1.2,297,9.8,0,0.0,6,0.2,179,5.9,159,5.2,3034,100.0,0,0.0,1191,853,71.6,338,28.4,2.55,1239,1191,96.1,48,3.9,923,77.5,268,22.5,43,845,97.9,72.3,2836,170,6.0,109659,7.5,5.6,3025,390,12.9,698,728,477,16.8,24.0,23.0,0,0,11,9,22,141,660,80,696100.0,580,294,83,94,42,67,18,1545.0,238,24,44,20,27,30,93,30,1633,1586,47,715,36,49,28,110,71,154,116,166,115,346,2.9,12.61,5.15,4.95,0,0,39.1,11.6,top
55,97,3800,3800,53033003800,38.0,Census Tract 38,154.33405404,0,10392.5315540704,6722791.39419166,100,Census Tract 38,154.33467138,0.0,2151,36.6,1692,78.7,37,1.7,1,0.0,231,10.7,0,0.0,0,0.0,145,6.7,45,2.1,2125,98.8,26,1.2,868,506,58.3,362,41.7,2.45,939,868,92.4,71,7.6,628,72.4,240,27.6,80,560,97.8,76.2,2009,70,3.5,99722,6.5,0.0,2123,276,13.0,459,464,224,11.1,21.6,21.3,11,0,0,6,11,167,401,32,605500.0,421,214,72,31,11,93,0,1398.0,225,7,28,46,5,20,119,15,1192,1153,39,527,43,34,32,46,38,137,106,136,122,174,3.3,13.94,6.08,5.62,0,0,52.9,22.1,second
56,99,1400,1400,53033001400,14.0,Census Tract 14,525.96403385,0,30486.9573155023,22910993.3146353,5,Census Tract 14,525.96609812,52.24623202,5550,37.6,4090,73.7,40,0.7,39,0.7,536,9.7,0,0.0,87,1.6,594,10.7,164,3.0,5512,99.3,38,0.7,2333,1352,58.0,981,42.0,2.36,2425,2333,96.2,92,3.8,1502,64.4,831,35.6,572,1301,94.5,54.4,5267,249,4.7,71144,10.1,8.7,5550,1065,19.2,1460,1008,772,14.7,18.2,26.3,0,0,30,40,136,528,768,0,506600.0,1149,375,291,103,74,306,18,1376.0,816,104,63,102,65,153,329,15,3655,3525,130,936,149,53,151,160,192,522,247,358,181,320,3.6,10.55,4.61,4.44,0,0,40.3,26.6,fourth
57,100,402,402,53033000402,4.02,Census Tract 4.02,444.49421891,0,21397.1748866823,19362168.1758336,21,Census Tract 4.02,444.49599689999997,0.0,5300,46.9,4141,78.1,179,3.4,15,0.3,336,6.3,45,0.8,0,0.0,270,5.1,314,5.9,5049,95.3,251,4.7,2437,983,40.3,1454,59.7,2.07,2502,2437,97.4,65,2.6,1012,41.5,1425,58.5,770,1345,94.9,49.8,5172,248,4.8,64972,7.9,1.1,5057,1062,21.0,1159,619,678,13.1,11.7,21.9,44,0,22,29,91,469,357,0,438200.0,767,334,99,113,126,95,0,1102.0,1386,209,80,144,121,146,686,39,3047,2930,117,1667,53,31,329,223,335,382,371,240,183,290,3.8,11.92,5.63,5.48,0,0,49.5,12.4,fourth
58,102,401,401,53033000401,4.01,Census Tract 4.01,336.97111147,0,15767.2974602164,14678461.6154926,22,Census Tract 4.01,316.74095391,20.23150596,6721,38.5,3593,53.5,918,13.7,29,0.4,1174,17.5,0,0.0,0,0.0,475,7.1,532,7.9,6629,98.6,92,1.4,3760,1407,37.4,2353,62.6,1.76,4017,3760,93.6,257,6.4,984,26.2,2776,73.8,1017,1315,93.8,39.1,6283,781,12.4,32568,22.2,17.8,6598,2453,37.2,3128,834,1599,25.4,12.4,46.5,0,32,56,205,132,375,184,0,324700.0,697,263,125,91,80,138,17,1007.0,2682,263,98,218,307,284,1512,94,3598,3423,175,2443,439,385,341,965,463,379,269,296,117,106,4.9,21.22,12.68,11.87,0,0,56.4,19.8,bottom
59,103,7800,7800,53033007800,78.0,Census Tract 78,514.0791526,0,29082.4934129186,22393287.8872593,125,Census Tract 78,514.84877274,793.70866141,5875,43.1,4301,73.2,281,4.8,22,0.4,271,4.6,0,0.0,0,0.0,727,12.4,273,4.6,5850,99.6,25,0.4,2291,1666,72.7,625,27.3,2.55,2359,2291,97.1,68,2.9,1680,73.3,611,26.7,129,1713,96.5,82.5,5601,83,1.5,155848,6.6,4.1,5875,601,10.2,1574,1290,550,9.8,22.0,26.8,0,0,0,0,56,126,825,673,895100.0,1178,529,144,152,135,218,0,1505.0,514,123,140,57,71,14,109,97,3266,3181,85,1484,77,59,39,143,56,209,115,378,235,980,2.6,11.41,4.58,4.45,0,0,21.2,18.5,top
60,104,9200,9200,53033009200,92.0,Census Tract 92,77.2948073,0,12522.068881016101,3366961.80591406,126,Census Tract 92,77.29512173,38.26772772,2869,48.2,1247,43.5,255,8.9,145,5.1,818,28.5,4,0.1,17,0.6,148,5.2,235,8.2,2628,91.6,241,8.4,1892,284,15.0,1608,85.0,1.39,2022,1892,93.6,130,6.4,111,5.9,1781,94.1,442,536,79.4,32.3,2864,605,21.1,21868,30.6,18.0,2866,1494,52.1,1622,61,897,31.3,2.1,56.5,0,0,13,12,0,25,61,0,538200.0,87,8,29,0,25,25,0,874.0,1705,172,193,132,366,133,709,76,1676,1530,146,1132,457,258,268,206,176,146,174,84,26,97,8.7,37.12,26.16,24.48,0,0,41.6,28.7,bottom
61,105,8800,8800,53033008800,88.0,Census Tract 88,234.38989478,0,13202.5266635552,10210023.816572301,127,Census Tract 88,234.39083234,0.0,4236,34.1,2452,57.9,519,12.3,8,0.2,347,8.2,138,3.3,85,2.0,313,7.4,374,8.8,4169,98.4,67,1.6,1642,907,55.2,735,44.8,2.54,1690,1642,97.2,48,2.8,907,55.2,735,44.8,254,1210,92.5,65.6,3935,195,5.0,95455,10.7,8.9,4185,888,21.2,1784,794,768,19.5,18.7,42.1,0,0,0,20,23,264,541,59,581000.0,751,287,154,99,48,163,0,1459.0,727,82,114,194,69,32,236,8,2865,2745,120,615,16,73,80,55,121,272,221,366,177,261,4.2,18.07,7.21,7.01,0,0,32.5,21.7,second
62,106,8700,8700,53033008700,87.0,Census Tract 87,180.96987292,0,11432.3841781508,7883047.66430378,128,Census Tract 87,180.9705968,0.0,4727,30.8,2530,53.5,895,18.9,23,0.5,399,8.4,0,0.0,12,0.3,332,7.0,536,11.3,4587,97.0,140,3.0,1899,719,37.9,1180,62.1,2.42,2019,1899,94.1,120,5.9,694,36.5,1205,63.5,329,1027,92.5,54.1,4612,382,8.3,69583,20.3,17.2,4661,1915,41.1,2197,722,1059,23.0,15.3,46.5,16,7,8,20,65,251,306,21,485800.0,559,280,63,28,44,144,0,1342.0,1171,75,232,134,164,65,501,34,3393,3244,149,741,81,43,201,179,152,297,161,444,187,154,4.4,26.12,11.16,10.49,0,0,42.8,25.8,fourth
63,107,8600,8600,53033008600,86.0,Census Tract 86,175.77338598,0,11738.2079894829,7656688.69330081,129,Census Tract 86,175.77408908,0.0,5300,23.8,2995,56.5,376,7.1,15,0.3,1095,20.7,18,0.3,0,0.0,233,4.4,568,10.7,3458,65.2,1842,34.8,2042,379,18.6,1663,81.4,1.69,2321,2042,88.0,279,12.0,369,18.1,1673,81.9,214,936,88.3,62.2,5274,615,11.7,50774,32.5,16.1,3509,1526,43.5,2305,187,1258,23.9,3.5,43.5,0,8,19,31,55,76,147,33,492100.0,282,206,35,0,24,17,0,1380.0,1598,169,116,165,148,195,805,75,3335,3024,311,1821,393,181,106,71,257,425,205,180,54,170,9.3,30.15,13.2,11.62,0,0,50.4,6.0,bottom
64,108,8500,8500,53033008500,85.0,Census Tract 85,117.17613095,0,9942.31624726144,5104192.26416519,130,Census Tract 85,117.17659966,0.0,4296,39.2,2194,51.1,686,16.0,33,0.8,726,16.9,25,0.6,11,0.3,270,6.3,351,8.2,2659,61.9,1637,38.1,1928,430,22.3,1498,77.7,1.38,2063,1928,93.5,135,6.5,181,9.4,1747,90.6,730,707,86.4,35.3,4281,415,9.7,38713,25.2,20.0,2681,1071,39.9,2102,57,1095,25.6,1.3,48.9,0,15,8,32,38,56,32,0,294300.0,80,8,25,31,0,16,0,1045.0,1638,290,118,175,250,68,737,109,1198,1144,54,3037,398,141,190,181,171,321,154,156,97,119,4.5,36.66,17.61,16.45,0,0,45.0,20.0,bottom
65,109,8100,8100,53033008100,81.0,Census Tract 81,206.3403066,0,19160.7083062701,8988183.7555819,131,Census Tract 81,206.34116353,91.15149163,4872,43.3,3030,62.2,423,8.7,133,2.7,610,12.5,13,0.3,102,2.1,255,5.2,306,6.3,4079,83.7,793,16.3,2748,900,32.8,1848,67.2,1.48,3480,2748,79.0,732,21.0,635,23.1,2113,76.9,661,1374,91.9,53.5,4790,242,5.1,79800,24.9,11.2,4588,1532,33.4,1842,216,1098,22.9,4.4,37.8,0,0,0,0,47,180,244,164,626400.0,428,209,16,32,34,137,0,1739.0,2078,288,363,212,320,449,446,35,2797,2622,175,1841,376,118,283,174,75,287,273,416,295,451,6.3,23.61,16.87,13.32,0,0,21.5,32.0,middle
66,110,8200,8200,53033008200,82.0,Census Tract 82,90.61166958,0,9698.29878113982,3947044.32698739,132,Census Tract 82,90.61203203,0.0,4212,33.9,2789,66.2,314,7.5,0,0.0,692,16.4,0,0.0,0,0.0,138,3.3,279,6.6,4189,99.5,23,0.5,2810,632,22.5,2178,77.5,1.49,3331,2810,84.4,521,15.6,436,15.5,2374,84.5,183,1519,99.9,70.5,4100,421,10.3,79167,11.0,0.0,4195,867,20.7,1423,112,942,23.0,2.7,33.8,0,0,17,16,32,75,202,94,630900.0,216,116,19,13,4,64,0,1430.0,2156,396,391,292,392,58,627,218,3037,2870,167,1063,332,56,241,143,189,416,345,433,189,466,5.5,46.48,36.76,31.01,0,0,29.1,29.6,middle
67,111,8300,8300,53033008300,83.0,Census Tract 83,58.67272493,0,9121.891025855071,2555783.89811889,133,Census Tract 83,58.67295963,0.0,3087,36.7,2193,71.0,143,4.6,34,1.1,397,12.9,6,0.2,19,0.6,65,2.1,230,7.5,2891,93.7,196,6.3,2103,410,19.5,1693,80.5,1.37,2237,2103,94.0,134,6.0,540,25.7,1563,74.3,320,992,94.4,57.0,3083,164,5.3,61058,13.4,2.7,3025,814,26.9,894,35,650,21.1,1.1,29.0,0,0,0,24,130,282,91,13,363000.0,411,189,61,59,50,52,0,1412.0,1563,132,174,260,197,169,631,0,2322,2280,42,730,174,78,169,140,297,375,258,365,120,127,1.8,52.61,38.13,35.84,0,0,40.4,12.7,fourth
68,112,8400,8400,53033008400,84.0,Census Tract 84,94.54248341,0,10061.807182624101,4118270.57753687,89,Census Tract 84,94.54286159,0.0,4530,32.0,3098,68.4,228,5.0,6,0.1,862,19.0,46,1.0,15,0.3,118,2.6,157,3.5,4452,98.3,78,1.7,3108,590,19.0,2518,81.0,1.43,3531,3108,88.0,423,12.0,372,12.0,2736,88.0,329,1375,96.8,62.8,4500,220,4.9,52066,12.0,3.4,4492,1092,24.3,1432,214,834,18.5,4.7,31.6,18,0,0,0,57,208,37,52,374000.0,280,77,64,48,17,74,0,1316.0,2591,237,499,348,409,249,849,145,3413,3354,59,888,227,127,306,316,459,427,342,465,214,225,1.7,47.91,37.35,32.87,0,0,32.8,26.4,bottom
69,113,7900,7900,53033007900,79.0,Census Tract 79,172.58898388,0,11649.1729743959,7517976.13799241,90,Census Tract 79,172.58967424,0.0,6339,32.6,4628,73.0,685,10.8,64,1.0,445,7.0,8,0.1,20,0.3,162,2.6,327,5.2,6133,96.8,206,3.2,3313,826,24.9,2487,75.1,1.85,3495,3313,94.8,182,5.2,1005,30.3,2308,69.7,348,2290,94.8,68.8,6201,334,5.4,76652,15.5,7.4,6286,1736,27.6,1711,520,988,15.9,8.2,27.0,0,16,0,31,131,507,268,52,425500.0,738,381,113,56,18,170,0,1445.0,2264,373,384,305,232,219,751,44,4448,4330,118,1373,267,97,225,322,305,385,357,689,271,395,2.7,36.73,20.25,19.2,0,0,33.2,23.0,middle
70,114,7500,7500,53033007500,75.0,Census Tract 75,198.10662277,0,13220.736135807,8629524.48777594,93,Census Tract 75,198.10741519999996,0.0,8753,31.1,6353,72.6,359,4.1,76,0.9,636,7.3,0,0.0,0,0.0,794,9.1,535,6.1,8735,99.8,18,0.2,5753,1110,19.3,4643,80.7,1.52,5851,5753,98.3,98,1.7,938,16.3,4815,83.7,312,3256,98.8,72.0,8362,107,1.3,65396,14.8,10.1,8753,1986,22.7,2400,565,1061,12.7,6.5,27.4,0,0,0,0,178,401,336,23,435700.0,777,314,171,43,25,224,0,1391.0,4595,471,613,1046,610,377,1478,220,6815,6671,144,1374,488,379,293,358,452,1194,921,956,366,346,2.1,44.18,29.53,29.04,0,0,32.2,28.8,fourth
71,115,7700,7700,53033007700,77.0,Census Tract 77,261.50615747,0,15242.209759494199,11391208.2195882,99,Census Tract 77,261.5072035,0.0,5308,35.4,3689,69.5,602,11.3,44,0.8,390,7.3,0,0.0,0,0.0,387,7.3,196,3.7,5285,99.6,23,0.4,2377,1164,49.0,1213,51.0,2.22,2508,2377,94.8,131,5.2,1399,58.9,978,41.1,267,1784,99.9,71.1,5105,15,0.3,113198,5.6,1.7,5280,655,12.4,1619,849,468,9.2,16.0,30.5,58,8,21,0,48,404,742,118,577800.0,1205,639,240,76,63,187,0,1358.0,955,156,231,96,33,114,325,23,3810,3660,150,733,20,0,61,76,195,327,331,579,197,591,3.9,20.3,9.59,9.09,0,0,34.0,15.5,top
72,116,7300,7300,53033007300,73.0,Census Tract 73,228.82033056,0,14267.0491513196,9967413.59899414,77,Census Tract 73,228.82124584,0.0,6613,34.4,3749,56.7,611,9.2,8,0.1,1083,16.4,62,0.9,0,0.0,398,6.0,702,10.6,6308,95.4,305,4.6,4291,976,22.7,3315,77.3,1.47,4791,4291,89.6,500,10.4,490,11.4,3801,88.6,338,1686,95.5,64.2,6544,371,5.7,94326,13.6,3.4,6545,1393,21.3,2864,224,1605,24.5,3.4,43.3,0,0,0,0,83,196,171,40,471700.0,294,126,33,0,29,106,0,1703.0,3692,812,665,367,720,324,804,109,4885,4400,485,1508,357,77,345,290,317,455,439,935,446,630,9.9,28.9,20.94,18.75,0,0,21.8,36.1,second
73,117,7402,7402,53033007402,74.02,Census Tract 74.02,61.59661722,0,7060.26366722216,2683148.64619972,92,Census Tract 74.02,61.59686361,0.0,5362,31.0,3671,68.5,361,6.7,0,0.0,577,10.8,19,0.4,25,0.5,482,9.0,227,4.2,5252,97.9,110,2.1,3529,439,12.4,3090,87.6,1.49,3870,3529,91.2,341,8.8,751,21.3,2778,78.7,525,1613,97.6,59.4,5297,128,2.4,51225,19.6,7.3,5362,2143,40.0,1691,140,681,12.9,2.6,31.5,0,0,68,15,219,368,81,0,330400.0,608,229,177,55,39,108,0,1219.0,2708,337,254,349,277,286,1205,70,4281,4172,109,941,285,174,399,364,518,458,543,464,151,173,2.5,87.05,62.83,57.29,0,0,44.5,17.8,bottom
74,118,7600,7600,53033007600,76.0,Census Tract 76,141.30794755,0,9906.36767252709,6155374.19527399,87,Census Tract 76,141.30851278,0.0,4257,33.5,3179,74.7,172,4.0,1,0.0,377,8.9,0,0.0,0,0.0,186,4.4,342,8.0,4172,98.0,85,2.0,2180,685,31.4,1495,68.6,1.91,2265,2180,96.2,85,3.8,757,34.7,1423,65.3,203,1319,98.1,75.6,4059,352,8.7,74688,12.4,11.5,4218,1027,24.3,1078,382,797,19.6,9.0,25.3,0,8,20,12,36,229,366,86,601000.0,513,146,42,190,37,98,0,1561.0,1346,155,175,198,221,146,451,77,2950,2785,165,939,131,69,106,83,338,364,221,438,168,262,5.6,30.13,16.03,15.43,0,0,33.5,19.1,fourth
75,119,7401,7401,53033007401,74.01,Census Tract 74.01,64.09274504,0,8333.34866458842,2791879.97389962,91,Census Tract 74.01,64.09300141,0.0,5192,32.6,3627,69.9,95,1.8,0,0.0,742,14.3,0,0.0,0,0.0,369,7.1,359,6.9,5192,100.0,0,0.0,3654,562,15.4,3092,84.6,1.42,3838,3654,95.2,184,4.8,776,21.2,2878,78.8,144,2116,97.5,71.8,5164,109,2.1,65217,8.6,5.7,5192,1063,20.5,1565,87,750,14.5,1.7,30.1,22,15,15,54,369,270,31,0,282600.0,450,159,79,56,43,113,21,1418.0,2837,636,430,341,255,451,724,41,4488,4349,139,600,174,14,350,366,359,740,470,605,345,231,3.1,81.01,59.88,57.01,0,0,25.5,25.1,fourth
76,120,6300,6300,53033006300,63.0,Census Tract 63,571.20899901,0,26361.5365168898,24881863.9967394,102,Census Tract 63,572.07917158,862.64982718,5510,45.7,4811,87.3,97,1.8,0,0.0,205,3.7,0,0.0,19,0.3,308,5.6,70,1.3,5485,99.5,25,0.5,2631,1426,54.2,1205,45.8,2.08,2886,2631,91.2,255,8.8,1682,63.9,949,36.1,69,1822,98.9,79.1,5365,126,2.3,134811,4.9,2.3,5485,400,7.3,699,940,421,7.8,17.1,12.7,5,20,11,21,21,136,443,1025,1369700.0,859,414,114,98,39,194,0,1563.0,893,68,144,246,122,76,237,56,2885,2749,136,1870,50,33,127,115,228,241,279,332,245,981,4.7,9.63,5.04,4.6,0,0,26.5,22.6,top
77,121,6200,6200,53033006200,62.0,Census Tract 62,627.4947195,0,49291.28620037,27333669.9813456,396,Census Tract 62,590.40412919,70.58120419,4416,40.5,3622,82.0,54,1.2,0,0.0,288,6.5,0,0.0,24,0.5,185,4.2,243,5.5,4378,99.1,38,0.9,1651,1234,74.7,417,25.3,2.65,1668,1651,99.0,17,1.0,1362,82.5,289,17.5,183,1115,98.8,84.1,4050,58,1.4,160625,4.9,1.7,4341,384,8.8,794,918,393,9.7,20.8,18.0,8,0,0,5,33,35,790,491,905200.0,897,483,184,68,29,133,0,2031.0,273,71,51,66,15,21,49,16,2632,2561,71,974,22,0,38,28,87,97,186,325,182,686,2.7,7.48,2.83,2.8,0,0,17.9,14.8,top
78,122,6500,6500,53033006500,65.0,Census Tract 65,283.56843259,0,17921.500777041998,12352240.9238298,84,Census Tract 65,283.56956687,0.0,4807,36.1,3913,81.4,19,0.4,9,0.2,289,6.0,14,0.3,48,1.0,296,6.2,219,4.6,4796,99.8,11,0.2,2481,1011,40.7,1470,59.3,1.93,2599,2481,95.5,118,4.5,1124,45.3,1357,54.7,151,1620,99.4,75.5,4548,75,1.6,96220,2.3,1.2,4789,448,9.4,894,655,496,10.9,13.6,18.6,20,0,0,0,56,246,321,481,896200.0,747,464,121,28,13,121,0,1576.0,1357,217,234,305,113,157,331,0,3415,3266,149,759,0,39,147,71,258,409,338,449,204,566,4.4,16.95,9.17,8.75,0,0,24.4,16.2,second
79,123,6600,6600,53033006600,66.0,Census Tract 66,252.56747521,0,23260.809546034103,11001839.2201101,78,Census Tract 66,252.56849255,204.20739265,4092,31.3,3029,74.0,79,1.9,3,0.1,506,12.4,0,0.0,0,0.0,235,5.7,240,5.9,4039,98.7,53,1.3,2390,640,26.8,1750,73.2,1.69,2491,2390,95.9,101,4.1,536,22.4,1854,77.6,162,1554,99.8,74.8,3986,71,1.8,88854,7.4,3.0,4091,642,15.7,1063,239,686,17.2,5.8,26.0,37,0,0,0,0,167,221,111,604600.0,426,225,21,51,71,58,0,1618.0,1835,334,296,323,167,192,523,19,3277,3156,121,606,53,0,89,81,212,557,328,419,348,303,3.7,16.2,9.86,9.46,0,0,28.5,13.6,middle
80,124,6400,6400,53033006400,64.0,Census Tract 64,223.28631551,0,13186.7701844649,9726351.90370161,95,Census Tract 64,223.28720866,0.0,3575,38.9,3006,84.1,38,1.1,8,0.2,178,5.0,0,0.0,9,0.3,180,5.0,156,4.4,3549,99.3,26,0.7,1369,919,67.1,450,32.9,2.59,1378,1369,99.3,9,0.7,1004,73.3,365,26.7,98,1186,98.0,82.1,3352,39,1.2,162532,4.5,1.8,3575,299,8.4,569,814,402,12.0,22.8,15.9,8,0,0,0,0,89,393,514,1012600.0,707,373,109,55,46,124,0,1961.0,347,68,73,59,33,33,81,18,2103,2007,96,759,60,16,0,39,77,114,111,183,215,554,4.6,16.01,6.17,6.13,0,0,23.3,17.5,top
81,125,6700,6700,53033006700,67.0,Census Tract 67,304.7206061,0,19424.0176690524,13273629.601541301,73,Census Tract 67,304.72181718,25.30210838,8688,30.9,5965,68.7,76,0.9,0,0.0,1957,22.5,0,0.0,0,0.0,439,5.1,251,2.9,8571,98.7,117,1.3,4728,1817,38.4,2911,61.6,1.81,5243,4728,90.2,515,9.8,1579,33.4,3149,66.6,302,2849,98.6,75.6,8318,637,7.7,106143,5.1,3.7,8688,912,10.5,2723,578,2184,26.3,6.7,31.3,63,0,74,0,192,504,407,339,461800.0,1240,670,137,134,67,232,0,1740.0,3149,572,895,693,259,137,593,0,6719,6422,297,1444,86,0,65,213,370,837,606,1163,909,479,4.4,28.51,17.21,15.52,0,0,18.8,18.7,second
82,126,6100,6100,53033006100,61.0,Census Tract 61,276.42477427,0,22354.510629161097,12041063.1673697,80,Census Tract 61,276.42588302,159.20110118,5316,34.2,4297,80.8,39,0.7,12,0.2,570,10.7,48,0.9,0,0.0,247,4.6,103,1.9,5310,99.9,6,0.1,2984,1121,37.6,1863,62.4,1.78,3163,2984,94.3,179,5.7,1276,42.8,1708,57.2,97,1729,98.9,77.2,5148,27,0.5,104521,4.3,2.2,5316,502,9.4,1019,479,389,7.6,9.0,19.2,41,0,0,29,70,237,550,349,737300.0,855,432,170,116,11,126,0,1415.0,1659,245,432,213,208,97,464,49,3886,3847,39,967,46,45,34,106,263,550,374,717,289,560,1.0,19.23,11.44,10.79,0,0,28.0,14.7,second
83,127,5400,5400,53033005400,54.0,Census Tract 54,296.12953497,0,21636.9137525812,12899402.5434517,74,Census Tract 54,296.18180418,0.0,5683,31.6,4486,78.9,76,1.3,0,0.0,492,8.7,0,0.0,0,0.0,497,8.7,132,2.3,5614,98.8,69,1.2,3028,934,30.8,2094,69.2,1.85,3191,3028,94.9,163,5.1,1340,44.3,1688,55.7,141,2174,98.6,81.3,5462,56,1.0,95703,8.8,3.6,5683,1076,18.9,1197,558,412,7.5,9.8,21.1,0,0,0,34,295,196,672,143,597700.0,990,509,162,57,90,172,0,1521.0,1654,267,352,288,252,113,382,34,4486,4406,80,664,110,17,80,72,417,498,375,575,499,385,1.8,19.19,10.77,10.22,0,0,23.1,17.4,second
